Time1,ECG,Time2,PPG
558.45,-257,414.557,-1883
558.458,-204,414.563,-1924
558.466,-177,414.568,-1803
558.474,-170,414.574,-1736
558.481,-163,414.58,-1745
558.489,-124,414.585,-1698
558.497,-66,414.591,-1675
558.504,-25,414.597,-1529
558.512,0,414.602,-1451
558.52,13,414.608,-1354
558.527,27,414.614,-1295
558.535,64,414.62,-1177
558.543,115,414.625,-1200
558.55,158,414.631,-1035
558.558,170,414.637,-1149
558.566,140,414.642,-1210
558.574,122,414.648,-863
558.581,138,414.654,-816
558.589,168,414.659,-640
558.597,179,414.665,-592
558.604,149,414.671,-603
558.612,110,414.676,-437
558.62,96,414.682,-360
558.627,110,414.688,-253
558.635,285,414.693,-264
558.643,693,414.699,-32
558.65,937,414.705,125
558.658,439,414.71,175
558.666,-363,414.716,279
558.674,-414,414.722,376
558.681,20,414.727,581
558.689,87,414.733,715
558.697,-20,414.74,697
558.704,27,414.746,812
558.712,59,414.751,932
558.72,43,414.757,1098
558.727,92,414.763,1171
558.735,140,414.768,1178
558.743,124,414.774,1104
558.75,62,414.78,1123
558.758,-6,414.785,979
558.766,-6,414.791,878
558.774,41,414.797,633
558.781,64,414.803,236
558.789,76,414.808,-86
558.797,108,414.814,-349
558.804,140,414.82,-824
558.812,175,414.825,-1209
558.82,218,414.831,-1550
558.827,216,414.837,-1897
558.835,133,414.842,-2142
558.843,55,414.848,-2564
558.85,0,414.854,-2908
558.858,-78,414.859,-3179
558.866,-131,414.865,-3551
558.874,-140,414.871,-3714
558.881,-170,414.876,-3998
558.889,-209,414.882,-4092
558.897,-228,414.888,-4304
558.905,-228,414.893,-4323
558.912,-218,414.899,-4519
558.92,-257,414.905,-4486
558.928,-315,414.91,-4523
558.935,-301,414.916,-4391
558.943,-269,414.922,-4450
558.951,-264,414.928,-4582
558.958,-251,414.933,-4498
558.966,-271,414.939,-4418
558.974,-308,414.945,-4217
558.981,-278,414.95,-4070
558.989,-225,414.956,-3903
558.997,-198,414.962,-3791
559.005,-168,414.967,-3598
559.012,-140,414.974,-3385
559.02,-124,414.98,-3226
559.028,-99,414.986,-3071
559.035,-64,414.991,-2873
559.043,-27,414.997,-2734
559.051,-4,415.003,-2583
559.058,4,415.008,-2431
559.066,36,415.014,-2223
559.074,80,415.02,-2089
559.081,99,415.025,-2026
559.089,108,415.031,-1809
559.097,103,415.037,-1718
559.105,69,415.042,-1612
559.112,59,415.048,-1643
559.12,66,415.054,-1318
559.128,50,415.059,-1414
559.135,50,415.065,-1282
559.143,50,415.071,-1148
559.151,9,415.077,-1141
559.158,-9,415.082,-1023
559.166,9,415.088,-1101
559.174,82,415.094,-962
559.181,389,415.099,-1034
559.189,815,415.105,-926
559.197,743,415.111,-878
559.205,-4,415.116,-785
559.212,-476,415.122,-687
559.22,-156,415.128,-645
559.228,133,415.133,-539
559.235,41,415.139,-547
559.243,27,415.145,-371
559.251,82,415.15,-259
559.258,-11,415.156,-174
559.266,-87,415.162,-149
559.274,-27,415.167,-96
559.281,6,415.173,55
559.289,4,415.179,44
559.297,55,415.184,155
559.305,89,415.19,318
559.312,78,415.196,419
559.32,78,415.202,478
559.328,52,415.207,656
559.335,11,415.213,727
559.343,20,415.219,825
559.351,25,415.224,1029
559.358,18,415.23,1184
559.366,46,415.237,1217
559.374,48,415.242,1322
559.381,13,415.248,1366
559.389,13,415.254,1616
559.397,6,415.259,1485
559.405,-39,415.265,1506
559.412,-59,415.271,1515
559.42,-73,415.277,1438
559.428,-99,415.282,1162
559.436,-110,415.288,1018
559.443,-119,415.294,724
559.451,-152,415.299,553
559.459,-200,415.305,7
559.466,-244,415.311,-363
559.474,-237,415.316,-766
559.482,-204,415.322,-1094
559.489,-198,415.328,-1479
559.497,-202,415.333,-1771
559.505,-237,415.339,-2350
559.512,-292,415.345,-2555
559.52,-269,415.35,-2834
559.528,-195,415.356,-3255
559.536,-168,415.362,-3675
559.543,-156,415.367,-3869
559.551,-135,415.373,-3931
559.559,-126,415.379,-4121
559.566,-99,415.384,-4306
559.574,-43,415.39,-4468
559.582,-11,415.396,-4491
559.589,-46,415.402,-4530
559.597,-103,415.407,-4671
559.605,-96,415.413,-4675
559.612,-29,415.419,-4629
559.62,23,415.424,-4581
559.628,46,415.43,-4612
559.636,46,415.436,-4418
559.643,50,415.441,-4248
559.651,71,415.447,-4172
559.659,71,415.453,-3981
559.666,57,415.458,-3828
559.674,80,415.464,-3747
559.682,96,415.47,-3499
559.689,89,415.475,-3488
559.697,112,415.482,-3152
559.705,147,415.488,-3173
559.712,161,415.494,-2728
559.72,246,415.499,-2660
559.728,522,415.505,-2366
559.736,842,415.511,-2330
559.743,674,415.516,-2150
559.751,-126,415.522,-1993
559.759,-621,415.528,-1778
559.766,-320,415.533,-1690
559.774,-73,415.539,-1569
559.782,-170,415.545,-1365
559.789,-131,415.551,-1425
559.797,-23,415.556,-1496
559.805,-27,415.562,-1222
559.812,-11,415.568,-1188
559.82,16,415.573,-1125
559.828,-2,415.579,-1014
559.836,-2,415.585,-852
559.843,-6,415.59,-712
559.851,0,415.596,-686
559.859,20,415.602,-743
559.866,-32,415.607,-790
559.874,-87,415.613,-584
559.882,-29,415.619,-508
559.889,50,415.624,-548
559.897,89,415.63,-390
559.905,105,415.636,-251
559.912,82,415.641,-88
559.92,46,415.647,-136
559.928,50,415.653,-136
559.936,52,415.658,7
559.943,43,415.664,232
559.951,36,415.67,200
559.959,0,415.676,279
559.966,-46,415.681,417
559.974,-50,415.687,534
559.982,-55,415.693,758
559.99,-78,415.698,784
559.997,-99,415.704,910
560.005,-124,415.71,1139
560.013,-133,415.715,1102
560.02,-119,415.721,1168
560.028,-94,415.727,1496
560.036,-59,415.732,1531
560.043,-76,415.739,1501
560.051,-145,415.745,1658
560.059,-154,415.751,1777
560.067,-94,415.756,1746
560.074,-55,415.762,1773
560.082,-85,415.768,1586
560.09,-186,415.773,1606
560.097,-264,415.779,1325
560.105,-232,415.785,1112
560.113,-172,415.79,804
560.12,-147,415.796,389
560.128,-89,415.802,54
560.136,-55,415.807,-404
560.143,-78,415.813,-764
560.151,-48,415.819,-1176
560.159,39,415.824,-1569
560.167,82,415.83,-1911
560.174,108,415.836,-2404
560.182,115,415.841,-2819
560.19,85,415.847,-3138
560.197,69,415.853,-3464
560.205,92,415.859,-3760
560.213,126,415.864,-3983
560.22,124,415.87,-4172
560.228,62,415.876,-4403
560.236,25,415.881,-4520
560.243,50,415.887,-4712
560.251,62,415.893,-4759
560.259,80,415.898,-4698
560.267,287,415.904,-4783
560.274,656,415.91,-4851
560.282,628,415.915,-4892
560.29,-105,415.921,-4936
560.297,-635,415.927,-4992
560.305,-304,415.932,-4747
560.313,32,415.938,-4658
560.32,-71,415.944,-4517
560.328,-122,415.949,-4357
560.336,-69,415.955,-4257
560.343,-80,415.961,-3990
560.351,-55,415.966,-3875
560.359,4,415.972,-3746
560.367,6,415.979,-3567
560.374,-4,415.985,-3291
560.382,27,415.991,-3194
560.39,78,415.996,-3066
560.397,115,416.002,-2861
560.405,92,416.008,-2840
560.413,41,416.013,-2591
560.42,46,416.019,-2383
560.428,101,416.025,-2279
560.436,135,416.03,-2222
560.443,122,416.036,-2167
560.451,101,416.042,-2101
560.459,71,416.047,-2044
560.467,27,416.053,-1800
560.474,20,416.059,-1956
560.482,46,416.064,-1749
560.49,59,416.07,-1765
560.497,32,416.076,-1751
560.505,-27,416.081,-1700
560.513,-62,416.087,-1581
560.52,-71,416.093,-1492
560.528,-87,416.099,-1455
560.536,-99,416.104,-1145
560.543,-117,416.11,-1304
560.551,-142,416.116,-1248
560.559,-149,416.121,-1077
560.567,-131,416.127,-1097
560.574,-131,416.133,-1069
560.582,-191,416.138,-878
560.59,-253,416.144,-951
560.597,-244,416.15,-894
560.605,-209,416.155,-710
560.613,-177,416.161,-584
560.621,-140,416.167,-557
560.628,-147,416.172,-380
560.636,-209,416.178,-436
560.644,-223,416.184,-217
560.651,-172,416.189,-289
560.659,-128,416.195,-102
560.667,-96,416.201,69
560.674,-69,416.206,65
560.682,-59,416.212,238
560.69,-34,416.218,305
560.697,11,416.224,452
560.705,41,416.229,304
560.713,78,416.235,594
560.721,99,416.241,667
560.728,80,416.247,486
560.736,69,416.253,543
560.744,76,416.259,231
560.751,99,416.264,189
560.759,94,416.27,-1
560.767,20,416.276,-275
560.774,-4,416.282,-668
560.782,41,416.287,-988
560.79,41,416.293,-1407
560.797,46,416.299,-1786
560.805,207,416.304,-2337
560.813,527,416.31,-2740
560.821,693,416.316,-3128
560.828,209,416.321,-3606
560.836,-545,416.327,-3963
560.844,-548,416.333,-4370
560.851,-101,416.338,-4774
560.859,-78,416.344,-5214
560.867,-172,416.35,-5535
560.874,-59,416.355,-5743
560.882,-20,416.361,-6004
560.89,-50,416.367,-6216
560.897,-2,416.372,-6340
560.905,23,416.378,-6395
560.913,25,416.384,-6557
560.921,66,416.389,-6629
560.928,96,416.395,-6715
560.936,115,416.401,-6746
560.944,119,416.407,-6690
560.951,78,416.412,-6640
560.959,82,416.418,-6570
560.967,140,416.424,-6383
560.974,135,416.429,-6176
560.982,103,416.435,-6136
560.99,99,416.441,-6088
560.997,71,416.446,-5901
561.005,57,416.452,-5734
561.013,94,416.458,-5570
561.021,99,416.463,-5340
561.028,78,416.469,-5133
561.036,69,416.475,-5218
561.044,46,416.48,-4944
561.051,29,416.487,-4810
561.059,16,416.493,-4520
561.067,-52,416.499,-4331
561.074,-138,416.504,-4101
561.082,-168,416.51,-3910
561.09,-156,416.516,-3925
561.097,-133,416.521,-3796
561.105,-105,416.527,-3670
561.113,-85,416.533,-3613
561.121,-96,416.538,-3507
561.128,-152,416.544,-3426
561.136,-175,416.55,-3413
561.144,-122,416.556,-3292
561.152,-76,416.561,-3196
561.159,-78,416.567,-3270
561.167,-94,416.573,-3095
561.175,-133,416.578,-3061
561.182,-147,416.584,-3082
561.19,-92,416.59,-3067
561.198,-43,416.595,-2977
561.205,-34,416.601,-2766
561.213,-23,416.607,-2814
561.221,-9,416.612,-2632
561.228,16,416.618,-2691
561.236,64,416.624,-2634
561.244,105,416.629,-2612
561.252,117,416.635,-2386
561.259,92,416.641,-2259
561.267,25,416.646,-2071
561.275,-2,416.652,-2022
561.282,34,416.658,-2079
561.29,50,416.663,-1730
561.298,41,416.669,-1766
561.305,66,416.675,-1604
561.313,82,416.681,-1600
561.321,50,416.686,-1358
561.328,50,416.692,-1314
561.336,57,416.698,-1193
561.344,-16,416.703,-996
561.352,-9,416.709,-883
561.359,301,416.715,-764
561.367,702,416.72,-635
561.375,515,416.726,-616
561.382,-267,416.732,-521
561.39,-559,416.737,-516
561.398,-142,416.744,-588
561.405,52,416.75,-809
561.413,-36,416.756,-956
561.421,23,416.761,-1230
561.428,89,416.767,-1578
561.436,16,416.773,-1953
561.444,-64,416.778,-2232
561.452,-43,416.784,-2728
561.459,18,416.79,-3205
561.467,50,416.795,-3615
561.475,78,416.801,-4065
561.482,101,416.807,-4488
561.49,110,416.812,-4931
561.498,128,416.818,-5417
561.505,142,416.824,-5835
561.513,140,416.829,-6134
561.521,126,416.835,-6545
561.528,85,416.841,-6859
561.536,62,416.847,-7163
561.544,82,416.852,-7243
561.552,105,416.858,-7472
561.559,80,416.864,-7752
561.567,27,416.869,-7906
561.575,0,416.875,-7951
561.582,-2,416.881,-8018
561.59,0,416.886,-8063
561.598,-2,416.892,-8079
561.605,-13,416.898,-8092
561.613,-55,416.903,-7984
561.621,-161,416.909,-8007
561.628,-248,416.915,-7856
561.636,-225,416.92,-7650
561.644,-177,416.926,-7644
561.652,-152,416.932,-7563
561.659,-124,416.937,-7433
561.667,-138,416.943,-7137
561.675,-140,416.949,-6968
561.683,-87,416.954,-6725
561.69,-39,416.96,-6643
561.698,-16,416.966,-6368
561.706,-25,416.972,-6149
561.713,-87,416.977,-6065
561.721,-117,416.983,-5824
561.729,-66,416.989,-5693
561.736,-20,416.996,-5591
561.744,0,417.001,-5375
561.752,11,417.007,-5282
561.759,-11,417.013,-5034
561.767,-66,417.018,-4905
561.775,-122,417.024,-4817
561.783,-119,417.03,-4663
561.79,-66,417.035,-4556
561.798,-52,417.041,-4555
561.806,-80,417.047,-4488
561.813,-82,417.052,-4333
561.821,-52,417.058,-4378
561.829,-20,417.064,-4119
561.836,0,417.069,-4083
561.844,-2,417.075,-3936
561.852,-16,417.081,-3854
561.859,-4,417.086,-3733
561.867,4,417.092,-3658
561.875,-4,417.098,-3646
561.883,-23,417.104,-3545
561.89,-85,417.109,-3317
561.898,-50,417.115,-3165
561.906,320,417.121,-3115
561.913,707,417.126,-3003
561.921,391,417.132,-2859
561.929,-386,417.138,-2749
561.936,-536,417.143,-2561
561.944,-110,417.149,-2537
561.952,20,417.155,-2330
561.959,-55,417.16,-2323
561.967,16,417.166,-1931
561.975,41,417.172,-1897
561.983,-52,417.177,-1704
561.99,-87,417.183,-1455
561.998,-32,417.189,-1333
562.006,13,417.194,-1111
562.013,52,417.2,-1040
562.021,96,417.206,-977
562.029,87,417.211,-748
562.036,39,417.217,-550
562.044,34,417.223,-544
562.052,20,417.229,-382
562.059,-32,417.234,-359
562.067,-39,417.24,-434
562.075,-16,417.246,-651
562.083,-25,417.251,-890
562.09,-11,417.258,-1217
562.098,36,417.264,-1541
562.106,64,417.269,-2007
562.113,66,417.275,-2380
562.121,57,417.281,-3041
562.129,50,417.286,-3564
562.136,52,417.292,-3906
562.144,36,417.298,-4481
562.152,0,417.304,-4878
562.159,-78,417.309,-5502
562.167,-179,417.315,-5931
562.175,-204,417.321,-6307
562.183,-161,417.326,-6697
562.19,-124,417.332,-7084
562.198,-99,417.338,-7496
562.206,-82,417.343,-7770
562.213,-78,417.349,-7915
562.221,-69,417.355,-8185
562.229,-32,417.36,-8501
562.237,6,417.366,-8617
562.244,32,417.372,-8821
562.252,46,417.377,-8853
562.26,46,417.383,-8873
562.267,41,417.389,-8888
562.275,0,417.394,-8838
562.283,-69,417.4,-8750
562.29,-66,417.406,-8830
562.298,-39,417.411,-8792
562.306,-69,417.417,-8613
562.314,-80,417.423,-8440
562.321,-48,417.429,-8184
562.329,-20,417.434,-8108
562.337,-36,417.44,-7734
562.344,-126,417.446,-7577
562.352,-184,417.451,-7442
562.36,-149,417.457,-7353
562.367,-103,417.463,-6967
562.375,-76,417.468,-6730
562.383,-57,417.474,-6321
562.39,-48,417.48,-6125
562.398,-36,417.487,-6093
562.406,-48,417.492,-5810
562.414,-52,417.498,-5698
562.421,-25,417.504,-5493
562.429,-23,417.509,-5247
562.437,-13,417.515,-5100
562.444,204,417.521,-4936
562.452,633,417.526,-4750
562.46,773,417.532,-4529
562.467,195,417.538,-4574
562.475,-442,417.543,-4384
562.483,-264,417.549,-4382
562.49,135,417.555,-4204
562.498,89,417.56,-4233
562.506,23,417.566,-4048
562.514,115,417.572,-4033
562.521,76,417.577,-3919
562.529,-6,417.583,-3762
562.537,36,417.589,-3741
562.544,39,417.595,-3453
562.552,-13,417.6,-3441
562.56,4,417.606,-3404
562.567,20,417.612,-3206
562.575,-11,417.617,-3111
562.583,-13,417.623,-2891
562.59,-9,417.629,-2897
562.598,-25,417.634,-2616
562.606,-9,417.64,-2592
562.614,16,417.646,-2553
562.621,29,417.651,-2255
562.629,59,417.657,-2109
562.637,80,417.663,-2015
562.644,85,417.668,-1795
562.652,103,417.674,-1690
562.66,108,417.68,-1540
562.667,108,417.685,-1374
562.675,112,417.691,-1231
562.683,78,417.697,-1057
562.69,34,417.702,-783
562.698,-13,417.708,-749
562.706,-101,417.714,-619
562.714,-135,417.72,-518
562.721,-112,417.725,-386
562.729,-108,417.731,-326
562.737,-96,417.737,-371
562.744,-76,417.743,-418
562.752,-64,417.749,-580
562.76,-39,417.755,-724
562.767,-4,417.761,-1075
562.775,-13,417.766,-1448
562.783,-82,417.772,-1812
562.79,-165,417.778,-2336
562.798,-184,417.783,-2935
562.806,-142,417.789,-3231
562.814,-115,417.795,-3678
562.821,-110,417.8,-4247
562.829,-92,417.806,-4725
562.837,-110,417.812,-5297
562.844,-154,417.817,-5718
562.852,-128,417.823,-6192
562.86,-99,417.829,-6536
562.868,-94,417.834,-7013
562.875,-73,417.84,-7404
562.883,-92,417.846,-7582
562.891,-117,417.851,-7777
562.898,-76,417.857,-8015
562.906,-39,417.863,-8219
562.914,-48,417.868,-8257
562.921,-48,417.874,-8307
562.929,-32,417.88,-8478
562.937,-20,417.886,-8444
562.944,-11,417.891,-8370
562.952,-20,417.897,-8371
562.96,-50,417.903,-8235
562.968,-76,417.908,-8221
562.975,-13,417.914,-8061
562.983,299,417.92,-7973
562.991,743,417.925,-7775
562.998,686,417.931,-7523
563.006,-82,417.937,-7370
563.014,-550,417.942,-7094
563.021,-188,417.948,-6796
563.029,94,417.954,-6623
563.037,-46,417.959,-6433
563.044,-112,417.965,-6183
563.052,-69,417.971,-6011
563.06,-115,417.976,-5781
563.068,-177,417.982,-5515
563.075,-133,417.989,-5375
563.083,-59,417.995,-5198
563.091,-32,418,-4836
563.098,-16,418.006,-4774
563.106,-11,418.012,-4581
563.114,-39,418.018,-4558
563.121,-41,418.023,-4534
563.129,-9,418.029,-4335
563.137,-23,418.035,-4262
563.144,-50,418.04,-4040
563.152,-29,418.046,-3995
563.16,-9,418.052,-3895
563.168,0,418.057,-3780
563.175,32,418.063,-3682
563.183,59,418.069,-3576
563.191,62,418.074,-3590
563.198,43,418.08,-3513
563.206,39,418.086,-3494
563.214,36,418.091,-3474
563.221,9,418.097,-3360
563.229,-18,418.103,-3277
563.237,-78,418.108,-3200
563.244,-179,418.114,-3039
563.252,-204,418.12,-2996
563.26,-165,418.125,-2851
563.268,-147,418.131,-2762
563.275,-133,418.137,-2739
563.283,-135,418.143,-2630
563.291,-188,418.148,-2452
563.298,-228,418.154,-2223
563.306,-179,418.16,-2208
563.314,-119,418.165,-2037
563.321,-110,418.171,-1882
563.329,-112,418.177,-1742
563.337,-96,418.182,-1625
563.344,-59,418.188,-1383
563.352,-16,418.194,-1169
563.36,11,418.199,-1048
563.368,43,418.205,-884
563.375,59,418.211,-695
563.383,46,418.216,-481
563.391,52,418.222,-252
563.399,89,418.228,-32
563.406,124,418.233,92
563.414,119,418.239,158
563.422,11,418.245,251
563.429,-115,418.25,212
563.437,-101,418.257,155
563.445,-43,418.263,32
563.452,-36,418.269,-298
563.46,-29,418.274,-616
563.468,-29,418.28,-1071
563.475,-32,418.286,-1392
563.483,-2,418.291,-1943
563.491,6,418.297,-2305
563.499,-39,418.303,-2813
563.506,4,418.308,-3391
563.514,294,418.314,-3789
563.522,695,418.32,-4359
563.529,633,418.326,-4781
563.537,-128,418.331,-5233
563.545,-612,418.337,-5800
563.552,-260,418.343,-6217
563.56,0,418.348,-6444
563.568,-135,418.354,-6888
563.575,-122,418.36,-7165
563.583,-13,418.365,-7341
563.591,-18,418.371,-7594
563.599,-55,418.377,-7789
563.606,-96,418.382,-7910
563.614,-96,418.388,-7942
563.622,-23,418.394,-8067
563.629,32,418.399,-8154
563.637,59,418.405,-8133
563.645,76,418.411,-8124
563.652,59,418.416,-8001
563.66,34,418.422,-7902
563.668,52,418.428,-7860
563.675,78,418.433,-7728
563.683,59,418.439,-7665
563.691,29,418.445,-7302
563.699,23,418.451,-7157
563.706,39,418.456,-6889
563.714,69,418.462,-6718
563.722,87,418.468,-6537
563.729,99,418.473,-6160
563.737,82,418.479,-5957
563.745,32,418.485,-5759
563.752,-4,418.49,-5486
563.76,-18,418.497,-5435
563.768,-29,418.503,-5143
563.775,-89,418.509,-5144
563.783,-232,418.514,-4964
563.791,-368,418.52,-4732
563.799,-416,418.526,-4614
563.806,-386,418.531,-4514
563.814,-322,418.537,-4455
563.822,-280,418.543,-4259
563.829,-283,418.548,-4172
563.837,-280,418.554,-4092
563.845,-228,418.56,-3927
563.852,-170,418.566,-3850
563.86,-138,418.571,-3799
563.868,-117,418.577,-3635
563.875,-103,418.583,-3617
563.883,-96,418.588,-3494
563.891,-57,418.594,-3251
563.899,-6,418.6,-3217
563.906,25,418.605,-3276
563.914,46,418.611,-3035
563.922,41,418.617,-2955
563.93,36,418.622,-2960
563.937,69,418.628,-2825
563.945,117,418.634,-2631
563.953,152,418.639,-2429
563.96,112,418.645,-2329
563.968,23,418.651,-2178
563.976,-2,418.656,-2169
563.983,25,418.662,-1951
563.991,52,418.668,-1844
563.999,71,418.673,-1649
564.006,36,418.679,-1402
564.014,-27,418.685,-1257
564.022,-78,418.691,-1118
564.03,-149,418.696,-943
564.037,-145,418.702,-835
564.045,133,418.708,-617
564.053,566,418.713,-303
564.06,608,418.719,-148
564.068,-29,418.725,-27
564.076,-552,418.73,107
564.083,-278,418.736,334
564.091,66,418.742,373
564.099,-27,418.747,551
564.106,-94,418.753,759
564.114,-9,418.759,959
564.122,6,418.764,818
564.13,16,418.771,821
564.137,43,418.777,834
564.145,-13,418.783,607
564.153,-50,418.788,309
564.16,-2,418.794,95
564.168,43,418.8,-430
564.176,85,418.805,-793
564.183,124,418.811,-1144
564.191,131,418.817,-1673
564.199,108,418.822,-2212
564.206,89,418.828,-2823
564.214,92,418.834,-3239
564.222,78,418.839,-3798
564.23,62,418.845,-4265
564.237,62,418.851,-4680
564.245,66,418.856,-5041
564.253,64,418.862,-5431
564.26,64,418.868,-5864
564.268,52,418.874,-6099
564.276,-13,418.879,-6375
564.283,-92,418.885,-6585
564.291,-140,418.891,-6893
564.299,-232,418.896,-7071
564.306,-322,418.902,-7007
564.314,-322,418.908,-7067
564.322,-345,418.913,-6965
564.33,-396,418.919,-6937
564.337,-366,418.925,-6876
564.345,-320,418.93,-6941
564.353,-280,418.936,-6838
564.36,-228,418.942,-6617
564.368,-211,418.947,-6601
564.376,-191,418.953,-6361
564.383,-145,418.959,-6181
564.391,-112,418.964,-5837
564.399,-82,418.97,-5652
564.406,-43,418.976,-5481
564.414,-23,418.981,-5149
564.422,-2,418.987,-4809
564.43,34,418.993,-4629
564.437,55,418.999,-4357
564.445,78,419.004,-4099
564.453,108,419.01,-3989
564.46,103,419.017,-3763
564.468,117,419.022,-3612
564.476,161,419.028,-3346
564.484,179,419.034,-3193
564.491,193,419.04,-3053
564.499,163,419.045,-2866
564.507,71,419.051,-2852
564.514,9,419.057,-2582
564.522,-11,419.062,-2491
564.53,-18,419.068,-2403
564.537,-2,419.074,-2317
564.545,-23,419.079,-2153
564.553,-71,419.085,-2194
564.56,-69,419.091,-2170
564.568,-25,419.096,-2039
564.576,145,419.102,-1956
564.584,527,419.108,-1843
564.591,693,419.113,-1827
564.599,112,419.119,-1765
564.607,-529,419.125,-1703
564.614,-327,419.13,-1635
564.622,76,419.136,-1584
564.63,32,419.142,-1502
564.637,-34,419.147,-1392
564.645,50,419.153,-983
564.653,78,419.159,-950
564.66,71,419.165,-940
564.668,103,419.17,-795
564.676,110,419.176,-754
564.684,62,419.182,-662
564.691,46,419.187,-512
564.699,99,419.193,-288
564.707,140,419.199,-344
564.714,152,419.204,55
564.722,170,419.21,139
564.73,188,419.216,208
564.737,184,419.221,441
564.745,175,419.227,590
564.753,170,419.233,754
564.76,110,419.238,843
564.768,11,419.244,1028
564.776,-9,419.25,1297
564.784,32,419.255,1430
564.791,39,419.262,1541
564.799,-36,419.268,1731
564.807,-147,419.274,1835
564.814,-234,419.279,1947
564.822,-306,419.285,2125
564.83,-327,419.291,2165
564.837,-297,419.296,2110
564.845,-290,419.302,2101
564.853,-306,419.308,1895
564.86,-301,419.313,1649
564.868,-276,419.319,1313
564.876,-234,419.325,1018
564.884,-188,419.33,552
564.891,-158,419.336,90
564.899,-147,419.342,-385
564.907,-131,419.348,-942
564.914,-101,419.353,-1395
564.922,-62,419.359,-1824
564.93,-25,419.365,-2172
564.937,2,419.37,-2668
564.945,6,419.376,-3091
564.953,0,419.382,-3562
564.96,18,419.387,-3835
564.968,64,419.393,-4083
564.976,99,419.399,-4418
564.984,108,419.404,-4594
564.991,78,419.41,-4862
564.999,11,419.416,-4924
565.007,-32,419.421,-5040
565.014,-29,419.427,-5076
565.022,-11,419.433,-5079
565.03,9,419.438,-5118
565.037,0,419.444,-5063
565.045,-23,419.45,-4950
565.053,4,419.455,-4980
565.061,62,419.461,-4814
565.068,99,419.467,-4684
565.076,110,419.473,-4410
565.084,59,419.478,-4409
565.091,-41,419.484,-4015
565.099,9,419.49,-3875
565.107,361,419.495,-3645
565.115,783,419.501,-3364
565.122,660,419.508,-3250
565.13,-140,419.514,-2968
565.138,-566,419.519,-2747
565.145,-149,419.525,-2513
565.153,142,419.531,-2401
565.161,34,419.536,-2062
565.168,27,419.542,-1810
565.176,20,419.548,-1784
565.184,-80,419.553,-1658
565.191,-52,419.559,-1518
565.199,39,419.565,-1323
565.207,59,419.57,-1211
565.215,69,419.576,-1119
565.222,85,419.582,-1034
565.23,101,419.587,-1040
565.238,138,419.593,-959
565.245,177,419.599,-796
565.253,179,419.604,-699
565.261,140,419.61,-685
565.268,119,419.616,-538
565.276,152,419.621,-566
565.284,175,419.627,-334
565.291,142,419.633,-237
565.299,55,419.639,-134
565.307,-59,419.644,-29
565.315,-131,419.65,10
565.322,-124,419.656,109
565.33,-96,419.661,284
565.338,-96,419.667,361
565.345,-122,419.673,622
565.353,-200,419.678,546
565.361,-317,419.684,757
565.368,-350,419.69,778
565.376,-297,419.695,1029
565.384,-264,419.701,1113
565.391,-246,419.707,1285
565.399,-230,419.712,1403
565.407,-234,419.718,1555
565.415,-214,419.724,1732
565.422,-158,419.729,1785
565.43,-117,419.735,1818
565.438,-85,419.741,1960
565.445,-66,419.746,2181
565.453,-69,419.752,2312
565.461,-48,419.758,2471
565.468,0,419.765,2562
565.476,36,419.77,2762
565.484,59,419.776,2864
565.491,59,419.782,3003
565.499,13,419.787,3113
565.507,-25,419.793,3301
565.515,11,419.799,3337
565.522,57,419.804,3456
565.53,50,419.81,3394
565.538,0,419.816,3238
565.545,-46,419.822,3037
565.553,-29,419.827,2895
565.561,13,419.833,2468
565.568,36,419.839,2127
565.576,55,419.844,1880
565.584,57,419.85,1246
565.591,55,419.856,787
565.599,87,419.861,309
565.607,119,419.867,-285
565.615,122,419.873,-690
565.622,207,419.878,-1182
565.63,529,419.884,-1693
565.638,909,419.89,-2041
565.646,755,419.895,-2582
565.653,0,419.901,-2991
565.661,-331,419.907,-3367
565.669,23,419.912,-3608
565.676,124,419.918,-3838
565.684,-46,419.924,-4197
565.692,13,419.929,-4352
565.699,92,419.935,-4528
565.707,41,419.941,-4659
565.715,6,419.947,-4753
565.722,-23,419.952,-4749
565.73,-41,419.958,-4759
565.738,-4,419.964,-4769
565.746,6,419.969,-4852
565.753,-27,419.975,-4787
565.761,-32,419.981,-4507
565.769,0,419.986,-4482
565.776,20,419.992,-4177
565.784,50,419.999,-4042
565.792,108,420.005,-3882
565.799,147,420.01,-3570
565.807,115,420.016,-3317
565.815,46,420.022,-3139
565.822,43,420.027,-3035
565.83,71,420.033,-2824
565.838,55,420.039,-2640
565.846,32,420.044,-2302
565.853,0,420.05,-2164
565.861,-73,420.056,-1829
565.869,-122,420.061,-1717
565.876,-147,420.067,-1529
565.884,-186,420.073,-1442
565.892,-239,420.078,-1286
565.899,-315,420.084,-1088
565.907,-359,420.09,-886
565.915,-338,420.095,-834
565.922,-301,420.101,-716
565.93,-264,420.107,-759
565.938,-230,420.113,-642
565.946,-211,420.118,-429
565.953,-191,420.124,-491
565.961,-168,420.13,-254
565.969,-133,420.135,-185
565.976,-87,420.141,-312
565.984,-48,420.147,-153
565.992,-46,420.152,-110
565.999,-78,420.158,-109
566.007,-80,420.164,33
566.015,-36,420.169,250
566.022,-4,420.175,338
566.03,11,420.181,397
566.038,39,420.186,377
566.046,71,420.192,541
566.053,82,420.198,579
566.061,82,420.203,816
