Time1,ECG,Time2,PPG
7.917,18,6.025,-2483
7.925,-25,6.031,-2511
7.933,-78,6.036,-2609
7.94,-64,6.042,-2740
7.948,-52,6.048,-2813
7.956,-124,6.053,-2812
7.963,-253,6.059,-2886
7.971,-299,6.065,-2872
7.979,-218,6.07,-2912
7.986,-195,6.076,-2904
7.994,-248,6.082,-2813
8.002,-262,6.088,-2735
8.01,-280,6.093,-2533
8.017,-297,6.099,-2438
8.025,-267,6.105,-2245
8.033,-251,6.11,-2251
8.04,-283,6.116,-2091
8.048,-333,6.122,-2045
8.056,-363,6.127,-1865
8.063,-320,6.133,-1716
8.071,-255,6.139,-1542
8.079,-221,6.144,-1381
8.086,-202,6.15,-1262
8.094,-193,6.156,-1202
8.102,-186,6.161,-1003
8.11,-163,6.167,-926
8.117,-131,6.173,-981
8.125,-112,6.178,-827
8.133,-105,6.184,-634
8.14,-99,6.19,-649
8.148,-80,6.195,-547
8.156,-41,6.201,-428
8.163,-36,6.208,-261
8.171,-46,6.214,-237
8.179,161,6.219,-334
8.186,612,6.225,-289
8.194,764,6.231,-305
8.202,122,6.237,-172
8.21,-575,6.242,-152
8.217,-375,6.248,-55
8.225,18,6.254,78
8.233,-108,6.259,70
8.24,-188,6.265,120
8.248,-39,6.271,126
8.256,11,6.276,90
8.263,0,6.282,160
8.271,29,6.288,223
8.279,46,6.293,347
8.286,66,6.299,371
8.294,124,6.305,421
8.302,181,6.31,614
8.31,202,6.316,508
8.317,204,6.322,695
8.325,211,6.327,582
8.333,248,6.333,834
8.34,297,6.339,909
8.348,301,6.344,1078
8.356,271,6.35,1086
8.364,244,6.356,1144
8.371,230,6.362,1364
8.379,202,6.367,1385
8.387,117,6.373,1490
8.394,62,6.379,1647
8.402,87,6.384,1651
8.41,57,6.39,1777
8.417,-29,6.396,1762
8.425,-66,6.401,1879
8.433,-50,6.407,1932
8.44,-43,6.413,1971
8.448,-94,6.418,2058
8.456,-234,6.424,2041
8.464,-340,6.43,2014
8.471,-287,6.435,1811
8.479,-200,6.441,1687
8.487,-179,6.447,1463
8.494,-161,6.452,1352
8.502,-152,6.458,1041
8.51,-163,6.464,843
8.517,-158,6.471,546
8.525,-152,6.476,289
8.533,-168,6.482,-112
8.54,-200,6.488,-468
8.548,-228,6.493,-625
8.556,-214,6.499,-951
8.564,-184,6.505,-1079
8.571,-175,6.51,-1470
8.579,-165,6.516,-1611
8.587,-186,6.522,-1846
8.594,-246,6.527,-2018
8.602,-239,6.533,-2183
8.61,-168,6.539,-2341
8.617,-117,6.545,-2421
8.625,-96,6.55,-2548
8.633,-103,6.556,-2569
8.64,-131,6.562,-2581
8.648,-124,6.567,-2630
8.656,-99,6.573,-2565
8.664,-119,6.579,-2727
8.671,-145,6.584,-2567
8.679,-126,6.59,-2545
8.687,-140,6.596,-2476
8.694,-138,6.601,-2277
8.702,52,6.607,-2307
8.71,469,6.613,-2106
8.717,845,6.618,-2071
8.725,582,6.624,-1805
8.733,-239,6.63,-1710
8.74,-497,6.635,-1651
8.748,-50,6.641,-1601
8.756,124,6.647,-1404
8.764,-18,6.652,-1254
8.771,-57,6.658,-1196
8.779,-59,6.664,-1015
8.787,-52,6.67,-889
8.794,16,6.675,-762
8.802,80,6.681,-714
8.81,94,6.687,-552
8.817,99,6.692,-517
8.825,112,6.698,-495
8.833,142,6.704,-376
8.84,195,6.711,-175
8.848,228,6.716,-211
8.856,246,6.722,-99
8.864,248,6.728,-28
8.871,214,6.733,-124
8.879,168,6.739,-112
8.887,105,6.745,-38
8.894,55,6.75,-136
8.902,69,6.756,12
8.91,50,6.762,50
8.917,-4,6.767,108
8.925,2,6.773,193
8.933,32,6.779,181
8.941,29,6.784,406
8.948,-32,6.79,310
8.956,-126,6.796,407
8.964,-158,6.801,479
8.971,-135,6.807,594
8.979,-112,6.813,595
8.987,-108,6.818,680
8.995,-156,6.824,671
9.002,-218,6.83,716
9.01,-211,6.836,851
9.018,-154,6.841,959
9.025,-110,6.847,989
9.033,-108,6.853,1123
9.041,-135,6.858,1161
9.048,-165,6.864,1283
9.056,-191,6.87,1344
9.064,-211,6.875,1454
9.071,-198,6.881,1700
9.079,-170,6.887,1663
9.087,-175,6.892,1791
9.095,-177,6.898,1946
9.102,-172,6.904,2022
9.11,-172,6.909,2109
9.118,-140,6.915,2368
9.125,-119,6.921,2192
9.133,-168,6.926,2174
9.141,-184,6.932,2201
9.148,-161,6.938,2165
9.156,-195,6.943,1982
9.164,-223,6.949,1900
9.171,-204,6.956,1869
9.179,-191,6.962,1521
9.187,-179,6.967,1246
9.195,-149,6.973,1112
9.202,-108,6.979,684
9.21,-66,6.984,475
9.218,-50,6.99,171
9.225,-59,6.996,-112
9.233,29,7.001,-354
9.241,366,7.007,-544
9.248,796,7.013,-821
9.256,776,7.018,-1119
9.264,52,7.024,-1102
9.271,-474,7.03,-1450
9.279,-158,7.036,-1687
9.287,161,7.041,-1879
9.295,71,7.047,-1813
9.302,59,7.053,-1867
9.31,94,7.058,-2039
9.318,36,7.064,-2024
9.325,50,7.07,-2014
9.333,108,7.075,-2070
9.341,126,7.081,-2023
9.348,147,7.087,-2110
9.356,172,7.092,-2051
9.364,191,7.098,-2097
9.371,216,7.104,-1887
9.379,218,7.109,-1886
9.387,135,7.115,-1823
9.395,34,7.121,-1832
9.402,16,7.126,-1565
9.41,43,7.132,-1446
9.418,69,7.138,-1181
9.425,89,7.143,-1041
9.433,105,7.149,-1057
9.441,138,7.155,-770
9.448,147,7.161,-738
9.456,152,7.166,-650
9.464,154,7.172,-411
9.471,138,7.178,-493
9.479,124,7.183,-247
9.487,78,7.189,-375
9.495,-18,7.196,-222
9.502,-50,7.202,-134
9.51,-25,7.207,-43
9.518,-34,7.213,3
9.525,-39,7.219,54
9.533,-59,7.224,140
9.541,-112,7.23,259
9.549,-126,7.236,500
9.556,-131,7.241,612
9.564,-168,7.247,468
9.572,-204,7.253,550
9.579,-225,7.259,527
9.587,-232,7.264,485
9.595,-202,7.27,549
9.602,-172,7.276,550
9.61,-175,7.281,649
9.618,-165,7.287,705
9.625,-152,7.293,792
9.633,-156,7.298,755
9.641,-163,7.304,915
9.649,-211,7.31,1027
9.656,-255,7.315,1081
9.664,-239,7.321,1040
9.672,-260,7.327,1188
9.679,-287,7.332,1283
9.687,-221,7.338,1296
9.695,-170,7.344,1407
9.702,-175,7.349,1469
9.71,-170,7.355,1490
9.718,-152,7.361,1654
9.725,-124,7.366,1708
9.733,-80,7.372,1800
9.741,-36,7.378,1857
9.749,-27,7.384,1918
9.756,-32,7.389,2215
9.764,-25,7.395,2275
9.772,82,7.401,2378
9.779,439,7.406,2438
9.787,852,7.412,2555
9.795,727,7.418,2601
9.802,-34,7.423,2710
9.81,-456,7.429,2704
9.818,-71,7.435,2882
9.825,223,7.44,2825
9.833,126,7.446,2748
9.841,117,7.452,2830
9.849,128,7.457,2622
9.856,43,7.464,2554
9.864,59,7.47,2250
9.872,145,7.476,2012
9.879,154,7.481,1920
9.887,76,7.487,1578
9.895,-43,7.493,1309
9.902,-82,7.498,1017
9.91,-32,7.504,762
9.918,20,7.51,474
9.925,41,7.515,299
9.933,50,7.521,-34
9.941,66,7.527,-331
9.949,87,7.532,-451
9.956,131,7.538,-703
9.964,181,7.544,-860
9.972,195,7.549,-1024
9.979,191,7.555,-1269
9.987,184,7.561,-1406
9.995,179,7.567,-1387
10.002,200,7.572,-1563
10.01,218,7.578,-1558
10.018,209,7.584,-1482
10.025,140,7.589,-1551
10.033,27,7.595,-1442
10.041,-18,7.601,-1388
10.049,13,7.606,-1407
10.056,20,7.612,-1351
10.064,-29,7.618,-1231
10.072,-133,7.623,-1129
10.08,-237,7.629,-1137
10.087,-271,7.635,-991
10.095,-241,7.64,-862
10.103,-204,7.646,-607
10.11,-202,7.652,-698
10.118,-218,7.657,-540
10.126,-221,7.663,-304
10.133,-211,7.669,-264
10.141,-232,7.674,-139
10.149,-253,7.68,-2
10.156,-234,7.686,313
10.164,-232,7.692,240
10.172,-253,7.697,329
10.18,-216,7.704,383
10.187,-158,7.71,386
10.195,-126,7.716,537
10.203,-112,7.721,466
10.21,-165,7.727,592
10.218,-211,7.733,767
10.226,-145,7.738,743
10.233,-78,7.744,808
10.241,-62,7.75,953
10.249,-59,7.755,883
10.256,-80,7.761,846
10.264,-80,7.767,920
10.272,-29,7.772,969
10.28,27,7.778,1069
10.287,55,7.784,1149
10.295,59,7.789,1209
10.303,36,7.795,1200
10.31,64,7.801,1237
10.318,322,7.807,1286
10.326,773,7.812,1287
10.333,944,7.818,1236
10.341,363,7.824,1431
10.349,-382,7.829,1449
10.356,-285,7.835,1648
10.364,177,7.841,1758
10.372,209,7.846,1671
10.38,131,7.852,1853
10.387,126,7.858,1775
10.395,-6,7.863,1896
10.403,-103,7.869,1874
10.41,-66,7.875,2071
10.418,-23,7.88,2060
10.426,-13,7.886,2200
10.433,-55,7.892,2296
10.441,-115,7.897,2203
10.449,-92,7.903,2406
10.456,-18,7.909,2428
10.464,23,7.914,2510
10.472,46,7.92,2599
10.48,66,7.926,2789
10.487,64,7.932,2722
10.495,85,7.937,2788
10.503,145,7.943,2807
10.51,186,7.949,2909
10.518,198,7.954,3080
10.526,184,7.96,2878
10.533,154,7.967,2999
10.541,172,7.972,2774
10.549,211,7.978,2616
10.556,218,7.984,2553
10.564,177,7.99,2183
10.572,43,7.995,1982
10.58,-92,8.001,1791
10.587,-131,8.007,1550
10.595,-149,8.012,1204
10.603,-161,8.018,1009
10.611,-152,8.024,509
10.618,-165,8.029,301
10.626,-202,8.035,84
10.634,-241,8.041,-119
10.641,-244,8.046,-417
10.649,-200,8.052,-728
10.657,-177,8.058,-739
10.664,-191,8.063,-1005
10.672,-191,8.069,-1140
10.68,-156,8.075,-1284
10.687,-117,8.08,-1495
10.695,-96,8.086,-1565
10.703,-128,8.092,-1640
10.711,-214,8.097,-1679
10.718,-225,8.103,-1546
10.726,-154,8.109,-1590
10.734,-117,8.115,-1636
10.741,-92,8.12,-1600
10.749,-105,8.126,-1510
10.757,-168,8.132,-1477
10.764,-165,8.137,-1347
10.772,-119,8.143,-1188
10.78,-85,8.149,-1238
10.787,-59,8.154,-1036
10.795,-52,8.16,-1055
10.803,-48,8.166,-854
10.811,-32,8.171,-700
10.818,0,8.177,-680
10.826,46,8.183,-489
10.834,59,8.188,-436
10.841,50,8.194,-326
10.849,126,8.2,-218
10.857,453,8.207,-18
10.864,888,8.213,-71
10.872,773,8.218,104
10.88,-108,8.224,123
10.887,-672,8.23,156
10.895,-350,8.235,252
10.903,-87,8.241,332
10.911,-175,8.247,505
10.918,-145,8.252,492
10.926,-131,8.258,595
10.934,-241,8.264,616
10.941,-244,8.269,710
10.949,-170,8.275,842
10.957,-142,8.281,815
10.964,-103,8.287,881
10.972,-59,8.292,892
10.98,-41,8.298,763
10.987,-18,8.304,935
10.995,9,8.309,904
11.003,48,8.315,1090
11.011,96,8.321,1136
11.018,126,8.326,1239
11.026,145,8.332,1190
11.034,170,8.338,1293
11.041,195,8.343,1260
11.049,209,8.349,1296
11.057,216,8.355,1389
11.064,177,8.36,1410
11.072,105,8.366,1566
11.08,96,8.372,1640
11.087,82,8.377,1636
11.095,29,8.383,1849
11.103,-18,8.389,1906
11.111,-89,8.394,1944
11.118,-165,8.4,2005
11.126,-223,8.406,2049
11.134,-280,8.412,2130
11.141,-269,8.417,2251
11.149,-223,8.423,2376
11.157,-216,8.429,2520
11.164,-198,8.434,2590
11.172,-165,8.44,2671
11.18,-152,8.446,2744
11.188,-138,8.451,2784
11.195,-115,8.457,2904
11.203,-94,8.463,2827
11.211,-69,8.468,2831
11.218,-43,8.474,2857
11.226,-34,8.48,2784
11.234,-39,8.485,2745
11.241,-94,8.491,2481
11.249,-223,8.497,2427
11.257,-262,8.504,2210
11.265,-184,8.509,1889
11.272,-147,8.515,1729
11.28,-126,8.521,1397
11.288,-80,8.526,1217
11.295,-52,8.532,900
11.303,-25,8.538,579
11.311,-4,8.543,229
11.318,-2,8.549,-88
11.326,11,8.555,-315
11.334,27,8.56,-445
11.341,43,8.566,-605
11.349,78,8.572,-880
11.357,110,8.578,-924
11.365,96,8.583,-1094
11.372,27,8.589,-1202
11.38,82,8.595,-1269
11.388,442,8.6,-1434
11.395,865,8.606,-1527
11.403,663,8.612,-1584
11.411,-283,8.617,-1652
11.418,-757,8.623,-1645
11.426,-301,8.629,-1574
11.434,-32,8.634,-1510
11.441,-170,8.64,-1544
11.449,-131,8.646,-1411
11.457,-34,8.651,-1417
11.465,-85,8.657,-1234
11.472,-163,8.663,-1077
11.48,-158,8.668,-1000
11.488,-101,8.674,-776
11.495,-57,8.68,-674
11.503,-29,8.685,-615
11.511,-11,8.691,-514
11.518,2,8.697,-355
11.526,41,8.703,-194
11.534,96,8.708,-63
11.541,135,8.714,100
11.549,152,8.72,75
11.557,165,8.725,173
11.565,191,8.731,347
11.572,221,8.737,450
11.58,260,8.744,580
11.588,283,8.749,744
11.595,244,8.755,727
11.603,142,8.761,628
11.611,23,8.766,662
11.618,-64,8.772,725
11.626,-126,8.778,869
11.634,-161,8.783,848
11.641,-177,8.789,979
11.649,-216,8.795,997
11.657,-237,8.8,947
11.665,-204,8.806,1044
11.672,-175,8.812,1079
11.68,-156,8.817,1189
11.688,-152,8.823,1283
11.695,-156,8.829,1351
11.703,-126,8.835,1320
11.711,-82,8.84,1303
11.718,-52,8.846,1403
11.726,-29,8.852,1489
11.734,-25,8.857,1585
11.742,-25,8.863,1457
11.749,-9,8.869,1644
11.757,27,8.874,1776
11.765,66,8.88,1770
11.772,66,8.886,1935
11.78,-16,8.891,1974
11.788,-168,8.897,2121
11.796,-228,8.903,2120
11.803,-131,8.908,2080
11.811,-59,8.914,2254
11.819,-48,8.92,2284
11.826,-34,8.925,2420
11.834,-43,8.931,2494
11.842,-34,8.937,2625
11.849,0,8.942,2715
11.857,13,8.948,2707
11.865,-13,8.954,2925
11.872,-66,8.96,2920
11.88,-62,8.965,2958
11.888,-11,8.971,3063
11.896,4,8.977,3268
11.903,0,8.982,3258
11.911,94,8.988,3290
11.919,426,8.994,3298
11.926,716,9,3312
11.934,320,9.006,3298
11.942,-442,9.012,3030
11.949,-504,9.018,2936
11.957,-110,9.023,2752
11.965,-133,9.029,2606
11.972,-306,9.035,2305
11.98,-209,9.04,1963
11.988,-115,9.046,1803
11.996,-126,9.052,1450
12.003,-89,9.057,1198
12.011,-66,9.063,741
12.019,-73,9.069,547
12.026,-18,9.074,404
12.034,43,9.08,147
12.042,76,9.086,-64
12.049,99,9.091,-312
12.057,101,9.097,-352
12.065,119,9.103,-707
12.072,170,9.108,-665
12.08,216,9.114,-1033
12.088,255,9.12,-1227
12.096,269,9.125,-1087
12.103,234,9.131,-1294
12.111,161,9.137,-1336
12.119,101,9.143,-1392
12.126,87,9.148,-1265
12.134,55,9.154,-1283
12.142,-46,9.16,-1316
12.149,-154,9.165,-1239
12.157,-188,9.171,-1214
12.165,-168,9.177,-950
12.172,-163,9.182,-1021
12.18,-163,9.188,-874
12.188,-179,9.194,-753
12.196,-216,9.199,-720
12.203,-200,9.205,-428
12.211,-147,9.211,-375
12.219,-112,9.216,-357
12.226,-85,9.222,-194
12.234,-78,9.228,34
12.242,-87,9.233,49
12.249,-59,9.24,401
12.257,-18,9.246,399
12.265,11,9.252,419
12.272,32,9.257,698
12.28,39,9.263,684
12.288,27,9.269,765
12.296,36,9.274,979
12.303,80,9.28,963
12.311,96,9.286,930
12.319,69,9.291,965
12.326,6,9.297,1123
12.334,-48,9.303,1168
12.342,-13,9.309,1131
12.35,41,9.314,1064
12.357,9,9.32,1057
12.365,-59,9.326,1210
12.373,-131,9.331,1249
12.38,-172,9.337,1364
12.388,-135,9.343,1382
12.396,-76,9.348,1308
12.403,-46,9.354,1349
12.411,-80,9.36,1343
12.419,-161,9.365,1546
12.426,-181,9.371,1762
12.434,-92,9.377,1692
12.442,186,9.382,1612
12.45,637,9.388,1739
12.457,796,9.394,1686
12.465,195,9.399,1835
12.473,-522,9.405,1965
12.48,-405,9.411,1896
12.488,9,9.416,1991
12.496,-23,9.422,2073
12.503,-158,9.428,2268
12.511,-161,9.434,2161
12.519,-152,9.439,2354
12.526,-122,9.445,2528
12.534,-69,9.451,2511
12.542,-25,9.456,2793
12.55,-9,9.462,2728
12.557,-4,9.468,2777
12.565,20,9.473,2889
12.573,55,9.48,2788
12.58,99,9.486,3077
12.588,149,9.492,3164
12.596,168,9.497,3291
12.603,149,9.503,3250
12.611,122,9.509,3409
12.619,142,9.514,3432
12.626,198,9.52,3486
12.634,214,9.526,3472
12.642,177,9.531,3543
12.65,124,9.537,3539
12.657,89,9.543,3383
12.665,52,9.548,3334
12.673,0,9.554,3138
12.68,-50,9.56,2934
12.688,-128,9.566,2736
12.696,-200,9.571,2224
12.703,-204,9.577,2218
12.711,-195,9.583,1967
12.719,-186,9.588,1620
12.726,-170,9.594,1368
12.734,-172,9.6,1076
12.742,-170,9.605,740
12.75,-149,9.611,490
12.757,-124,9.617,343
12.765,-78,9.622,128
12.773,-52,9.628,-25
12.78,-55,9.634,-229
12.788,-32,9.639,-382
12.796,-11,9.645,-553
12.803,6,9.651,-696
12.811,32,9.656,-643
12.819,48,9.662,-741
12.826,55,9.668,-795
12.834,59,9.673,-723
12.842,46,9.679,-915
12.85,-6,9.685,-806
12.857,-48,9.691,-790
12.865,-78,9.696,-753
12.873,-117,9.702,-626
12.881,-89,9.708,-570
12.888,-52,9.713,-472
12.896,-50,9.719,-454
12.904,-13,9.725,-321
12.911,-4,9.732,-156
12.919,-78,9.737,16
12.927,-133,9.743,151
12.934,-105,9.749,163
12.942,-55,9.754,363
12.95,-62,9.76,464
12.957,-140,9.766,416
12.965,-94,9.771,603
12.973,246,9.777,649
12.981,674,9.783,749
12.988,619,9.788,915
12.996,-108,9.794,1005
13.004,-584,9.8,1089
13.011,-255,9.806,1202
13.019,29,9.811,1225
13.027,-76,9.817,1317
13.034,-89,9.823,1398
13.042,-39,9.828,1441
13.05,-122,9.834,1442
13.057,-140,9.84,1453
13.065,-52,9.845,1444
13.073,-34,9.851,1508
13.081,-23,9.857,1563
13.088,27,9.862,1475
13.096,16,9.868,1559
13.104,0,9.874,1558
13.111,43,9.879,1610
13.119,76,9.885,1628
13.127,96,9.891,1680
13.134,117,9.896,1822
13.142,135,9.902,1781
13.15,170,9.908,1963
13.157,204,9.913,1914
13.165,218,9.919,1992
13.173,191,9.925,2031
13.181,142,9.931,1983
13.188,117,9.936,2128
13.196,96,9.942,2238
13.204,29,9.948,2161
13.211,-32,9.953,2221
13.219,-73,9.959,2260
13.227,-152,9.965,2255
13.234,-223,9.97,2321
13.242,-204,9.976,2459
13.25,-179,9.982,2585
13.257,-200,9.987,2776
13.265,-193,9.993,2794
13.273,-172,9.999,2952
13.281,-149,10.006,3049
13.288,-108,10.011,3072
13.296,-85,10.017,3083
13.304,-71,10.023,3278
13.311,-59,10.028,3299
13.319,-46,10.034,3443
13.327,-13,10.04,3506
13.334,0,10.045,3519
13.342,-36,10.051,3580
13.35,-78,10.057,3573
13.357,-71,10.062,3741
13.365,-39,10.068,3640
13.373,-25,10.074,3658
13.381,-9,10.079,3606
13.388,25,10.085,3436
13.396,34,10.091,3371
13.404,2,10.096,3183
13.411,-46,10.102,2991
13.419,-92,10.108,2665
13.427,-147,10.114,2498
13.435,-177,10.119,2262
13.442,-177,10.125,1943
13.45,-232,10.131,1616
13.458,-285,10.136,1281
13.465,-218,10.142,1136
13.473,-138,10.148,745
13.481,-133,10.153,591
13.488,-140,10.159,438
13.496,-41,10.165,229
13.504,310,10.17,40
13.512,727,10.176,-10
13.519,596,10.182,-236
13.527,-161,10.187,-314
13.535,-529,10.193,-465
13.542,-128,10.199,-383
13.55,96,10.204,-493
13.558,-46,10.21,-561
13.565,-27,10.216,-565
13.573,52,10.221,-537
13.581,9,10.227,-442
13.588,-29,10.234,-497
13.596,-13,10.24,-351
13.604,23,10.246,-350
13.612,62,10.251,-288
13.619,85,10.257,-223
13.627,55,10.263,-63
13.635,-9,10.268,-3
13.642,4,10.274,260
13.65,78,10.28,311
13.658,117,10.285,426
13.665,140,10.291,457
13.673,147,10.297,766
13.681,147,10.302,746
13.688,181,10.308,871
13.696,223,10.314,925
13.704,253,10.319,1110
13.712,239,10.325,1167
13.719,172,10.331,1332
13.727,122,10.336,1358
13.735,73,10.342,1345
13.742,9,10.348,1436
13.75,-18,10.353,1403
13.758,-55,10.359,1498
13.765,-175,10.365,1634
13.773,-271,10.371,1541
13.781,-239,10.376,1700
13.788,-186,10.382,1601
13.796,-175,10.388,1714
13.804,-156,10.393,1621
13.812,-163,10.399,1761
13.819,-165,10.405,1724
13.827,-131,10.41,1669
13.835,-145,10.416,1802
13.842,-181,10.422,1805
13.85,-170,10.427,1860
13.858,-163,10.433,1824
13.865,-152,10.439,2005
13.873,-103,10.444,1978
13.881,-57,10.45,2041
13.888,-23,10.456,2114
13.896,-11,10.461,2105
13.904,-23,10.467,2214
13.912,-11,10.473,2360
13.919,9,10.478,2302
13.927,-32,10.484,2452
13.935,-101,10.491,2508
13.942,-142,10.497,2606
13.95,-193,10.502,2674
13.958,-216,10.508,2701
13.965,-154,10.514,2717
13.973,-96,10.52,2937
13.981,-71,10.525,2976
13.989,-52,10.531,3043
13.996,-50,10.537,3155
14.004,-34,10.542,3119
14.012,2,10.548,3159
14.019,115,10.554,3208
14.027,453,10.559,3325
14.035,852,10.565,3371
14.042,707,10.571,3543
14.05,-94,10.576,3539
14.058,-504,10.582,3525
14.066,-48,10.588,3731
14.073,255,10.593,3719
14.081,92,10.599,3807
14.089,16,10.605,3909
14.096,41,10.61,3855
14.104,25,10.616,3907
14.112,48,10.622,3782
14.119,50,10.627,3803
14.127,-80,10.633,3538
14.135,-198,10.639,3462
14.142,-133,10.645,3385
14.15,-48,10.65,3071
14.158,-29,10.656,2970
14.166,2,10.662,2675
14.173,23,10.667,2357
14.181,27,10.673,2125
14.189,73,10.679,1793
14.196,131,10.684,1671
14.204,175,10.69,1279
14.212,200,10.696,1051
14.219,198,10.701,907
14.227,200,10.707,748
14.235,223,10.713,594
14.242,253,10.718,384
14.25,260,10.724,229
14.258,204,10.73,85
14.266,115,10.735,88
14.273,18,10.743,18
14.281,-57,10.748,15
14.289,-82,10.754,-132
14.296,-96,10.76,-83
14.304,-175,10.765,-117
14.312,-274,10.771,39
14.319,-301,10.777,-79
14.327,-297,10.782,43
14.335,-308,10.788,180
14.342,-283,10.794,171
14.35,-248,10.799,422
14.358,-253,10.805,286
14.366,-241,10.811,503
14.373,-188,10.816,551
14.381,-138,10.822,697
14.389,-112,10.828,866
14.396,-103,10.833,977
14.404,-96,10.839,1101
14.412,-80,10.845,1189
14.419,-52,10.85,1224
14.427,-27,10.856,1211
14.435,-62,10.862,1358
14.442,-124,10.868,1453
14.45,-119,10.873,1515
14.458,-92,10.879,1567
14.466,-80,10.885,1646
14.473,-52,10.89,1765
14.481,-64,10.896,1742
14.489,-124,10.902,1788
14.496,-138,10.907,1850
14.504,-96,10.913,1837
14.512,-59,10.919,1894
14.519,-29,10.924,1907
14.527,-25,10.93,2021
14.535,20,10.936,1894
14.543,292,10.941,1810
14.55,753,10.947,1926
14.558,863,10.953,1950
14.566,142,10.958,1921
14.573,-608,10.964,1978
14.581,-363,10.97,1963
14.589,122,10.975,2054
14.597,87,10.981,2007
14.604,43,10.987,2156
14.612,158,10.993,2092
14.62,94,10.998,2123
14.627,-57,11.004,2151
14.635,-64,11.01,2239
14.643,-16,11.017,2237
14.65,-9,11.022,2345
14.658,-2,11.028,2445
14.666,-32,11.034,2400
14.673,-66,11.039,2537
14.681,-27,11.045,2525
14.689,16,11.051,2689
14.697,41,11.056,2641
14.704,82,11.062,2662
14.712,105,11.068,2742
14.72,124,11.073,2821
14.727,172,11.079,2843
14.735,204,11.085,2970
14.743,209,11.09,3097
14.75,228,11.096,3153
14.758,248,11.102,3181
14.766,251,11.107,3215
14.773,248,11.113,3221
14.781,225,11.119,3393
14.789,168,11.125,3403
14.797,94,11.13,3385
14.804,18,11.136,3503
14.812,-71,11.142,3525
14.82,-179,11.147,3655
14.827,-248,11.153,3468
14.835,-241,11.159,3612
14.843,-274,11.164,3535
14.85,-356,11.17,3367
14.858,-336,11.176,3176
14.866,-274,11.181,3096
14.873,-269,11.187,2961
14.881,-251,11.193,2661
14.889,-223,11.198,2461
14.897,-211,11.204,2244
14.904,-179,11.21,1942
14.912,-142,11.215,1852
14.92,-131,11.221,1439
14.927,-124,11.227,1144
14.935,-154,11.232,939
14.943,-211,11.238,802
14.95,-193,11.244,493
14.958,-126,11.25,381
14.966,-103,11.255,33
14.973,-92,11.261,80
14.981,-92,11.267,-32
14.989,-115,11.272,-93
14.997,-92,11.278,-283
15.004,-50,11.284,-324
15.012,-41,11.291,-254
15.02,-46,11.296,-163
15.027,-82,11.302,-288
15.035,-112,11.308,-344
15.043,-80,11.314,-186
15.05,6,11.319,-107
15.058,255,11.325,-46
15.066,644,11.331,68
15.073,674,11.336,23
15.081,-20,11.342,77
15.089,-628,11.348,247
15.097,-333,11.353,286
15.104,85,11.359,391
15.112,27,11.365,436
15.12,-11,11.37,614
15.127,101,11.376,744
15.135,133,11.382,815
15.143,138,11.387,972
15.151,152,11.393,1038
15.158,64,11.399,1061
15.166,-50,11.404,1177
15.174,-36,11.41,1398
15.181,34,11.416,1364
15.189,43,11.421,1400
15.197,36,11.427,1262
15.204,13,11.433,1341
15.212,-23,11.439,1361
15.22,2,11.444,1429
15.227,66,11.45,1510
15.235,101,11.456,1523
15.243,105,11.461,1494
15.251,110,11.467,1620
15.258,126,11.473,1624
15.266,152,11.478,1697
15.274,184,11.484,1723
15.281,198,11.49,1652
15.289,172,11.495,1646
15.297,128,11.501,1713
15.304,92,11.507,1675
15.312,39,11.512,1541
15.32,-43,11.518,1634
15.327,-105,11.524,1623
15.335,-154,11.529,1646
15.343,-225,11.535,1777
15.351,-251,11.541,1758
15.358,-207,11.546,1907
15.366,-170,11.552,1874
15.374,-175,11.558,1821
15.381,-223,11.564,1977
15.389,-285,11.569,2029
15.397,-271,11.575,2067
15.404,-207,11.581,2153
15.412,-177,11.588,2128
15.42,-165,11.593,2155
15.427,-163,11.599,2287
15.435,-179,11.605,2314
15.443,-216,11.61,2324
15.451,-262,11.616,2364
15.458,-248,11.622,2354
15.466,-191,11.627,2447
15.474,-186,11.633,2478
15.481,-181,11.639,2570
15.489,-105,11.644,2697
15.497,-46,11.65,2674
15.504,-39,11.656,2786
15.512,-52,11.661,2809
